base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,1/2010,2/2010,3/2010,4/2010,5/2010,6/2010,7/2010,8/2010,9/2010,10/2010,11/2010,12/2010,1/2011,2/2011,3/2011,4/2011,5/2011,6/2011,7/2011,8/2011,9/2011,10/2011,11/2011,12/2011,1/2012,2/2012,3/2012,4/2012,5/2012,6/2012,7/2012,8/2012,9/2012,10/2012,11/2012,12/2012,1/2013,2/2013,3/2013,4/2013,5/2013,6/2013,7/2013,8/2013,9/2013,10/2013,11/2013,12/2013,1/2014,2/2014,3/2014,4/2014,5/2014,6/2014,7/2014,8/2014,9/2014,10/2014,11/2014,12/2014,1/2015,2/2015,3/2015,4/2015,5/2015,6/2015,7/2015,8/2015,9/2015,10/2015,11/2015,12/2015,1/2016,2/2016,3/2016,4/2016,5/2016,6/2016,7/2016,8/2016,9/2016,10/2016,11/2016,12/2016,1/2017,2/2017,3/2017,4/2017,5/2017,6/2017,7/2017,8/2017,9/2017,10/2017,11/2017,12/2017,1/2018,2/2018,3/2018,4/2018,5/2018,6/2018,7/2018,8/2018,9/2018,10/2018,11/2018,12/2018,1/2019,2/2019,3/2019,4/2019,5/2019,6/2019,7/2019,8/2019,9/2019,10/2019,11/2019,12/2019,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020
Pound,Jelly Filled,Sassafras,Egg Nog,Black,Perk-a-Cola,17871.697786823483,9253.629120245048,9277.541828251318,18500.96185443403,8669.519762868122,9688.460602000596,18968.75362329708,9005.170377151957,9844.09966027379,19886.8870253951,10660.064814563248,10812.386089354308,19501.712342331615,10509.27438433881,10092.70316227422,21062.203353470573,10166.63010404491,10747.688985980172,22062.946303305675,10293.94641246714,11369.250989088936,21333.488648646417,11339.382051370729,10862.911164373798,21895.34077175228,10959.361562843129,11096.12394855056,22353.703418299054,10833.826418493596,10975.750629023296,23006.343462766865,10929.910256567646,11500.044210415097,22942.913179054005,12018.069809882789,12362.442360792018,23972.249700573077,12503.393797681096,12314.348029799086,24552.259807366496,11734.045867427505,11903.405355269713,23980.310451208443,12520.182199740577,12129.000321454685,24608.414848376808,12293.674497308977,12951.164821958531,24711.172636409523,12123.870103760475,12440.725103147495,25444.151210511274,13011.411888948564,12138.91538803999,24715.548067489683,12215.427228208595,12589.15722247625,25393.84726116151,13042.225570391478,12105.178132594265,25729.498127238454,12981.334783452878,13106.747877450645,26215.506467174037,13509.831655119988,13196.835288870512,26761.336428204722,13372.86297988812,13442.794191202243,26547.712279787724,13883.679704535985,13610.428503820189,27234.330405467193,12828.0751608699,12914.691437620655,26719.732457214446,14043.686877415357,13421.28958211496,26819.202177504354,13761.81840552498,13370.972315561972,27469.179077394303,14320.167802614234,14241.306355593484,27428.004164905036,13111.948759119563,13601.580940876263,27243.478483485625,14278.851170377664,13989.104705594818,28078.764339165704,13772.965039212706,13585.603070913294,27797.87031028029,14551.451293160224,14442.935405416474,27179.38141832417,13788.240580142092,14107.795159312946,28470.540495955716,14256.688747350358,13648.106882121054,28875.013126080466,13630.606766692666,14107.843068905422,28492.529316335313,14133.960658444916,14747.484692941413,28471.244150689367,13948.817088689491,13836.62597441224,28635.561588523466,14871.227699955745,14283.387090606144,28451.297515953418,14077.546436210288,14272.623377688236,28773.488291484427,14859.656085859668,14037.48462136326,28884.461392841342,14415.354430822017,14500.587760858416,29468.76832278752,14435.694617886877,14239.984912461317,29273.636094371403,14576.948957679342,14433.378989565266,30046.136228185347,15420.83413741328,15790.665115250838
Cheese,Jelly Filled,Blueberry,Mixed Berry,Burgundy,Zebrabar,4566.885072502864,2983.1821652771996,3073.576600816324,5118.797730082269,3577.3166342592085,3432.7725798145143,5789.857186900259,3626.8341593442465,4018.135607741484,6061.201773873718,4281.335657471254,4227.26426325756,7119.845276533233,4556.071810735897,4851.808947756854,7678.987564440923,5151.127895066639,5264.52767071344,8123.101208756387,5543.446819596211,5635.725169934396,9082.33037480243,5853.380713304945,5963.281665625276,9663.59958819952,6602.5774254919115,6146.452329608471,10279.233449582633,6931.373352788966,6956.582322835442,11218.746828852793,7149.728562842181,7383.668061351123,11630.360773393551,7448.999038018291,7488.364921626171,12365.671197402737,7482.5378990712115,8223.832931132156,13073.87573475345,8610.915401721353,8182.180306860566,13844.91288691511,9292.969608325737,9504.389370818586,14289.677978909964,9543.715881680728,9551.502548606597,15131.951138414213,10345.37674176033,10117.337646261325,16285.422559844288,10390.334464143105,9650.025698735957,17225.79445671198,10490.796284123795,10507.495649601968,16343.423958967665,10358.799223165526,10768.0978758845,17610.68619311442,11619.267606035455,11874.947615090785,18174.00632646707,11656.003669601843,11646.298192717057,19750.675596976325,12645.4214136041,12202.718776805415,19837.190068018772,12801.63973288676,12803.829374080073,20207.922387715633,13499.204402930856,12900.376009869367,20384.9262910859,13149.939690947349,14081.588585639589,21629.78773145016,14158.542968278136,13065.934089720198,22825.39064898371,13762.739146954618,14388.675942603364,22858.78800851577,14368.972094901668,15051.808531315279,23586.80608685067,15740.90621400803,14633.843351580743,24300.871954890838,16469.30094163358,16221.74471674811,23928.158307913855,16320.156805135248,15033.087676341665,25047.761528337196,16465.249379128265,17131.016576924005,27195.458221137516,16065.322347341447,16841.69527986407,26971.754875098362,16993.826128242872,18277.876283597805,27573.25297502684,17063.82707023878,18503.340515083037,27694.39169015296,17423.8334886093,17666.21923021529,29760.870508846434,18346.775322408634,19467.437910112527,27946.87503354158,20040.653969841074,19723.15151813579,30602.023273369814,18599.248251619065,19194.215156340106,30584.73681320788,19241.411444180558,20920.196730424268,31743.600283237316,20469.867329269582,20484.731160638275,32262.768634231546,21539.96936221821,21210.4416500225,32631.549392215926,21594.62806791641,21960.736110395683
Pound,Jelly Filled,Plum,Egg Nog,Burgundy,Slugworth,5814.167554124392,4329.510182173752,4436.703173095323,5785.031746282103,4514.954399036724,4559.887221532347,5878.338616599202,4160.188411868195,4565.008502943735,5987.83872075913,4537.8894868818,4393.5378872594965,5831.858389054348,4333.140412959295,4517.4279171897,5818.922197209411,4461.145069476441,4320.85329717903,5663.4237405346175,4423.237134907141,4416.800829692225,5823.840912626665,4329.736404590054,4497.589022540567,5882.540821654755,4457.282272470121,4192.645215472125,5723.361517514656,4367.335163377248,4470.445770469982,6000.993585340173,4351.623129854438,4418.501122947203,5896.505963944082,4425.0850964720785,4333.502622026651,5778.483959520491,4312.486907717512,4414.696313685345,5705.049318968698,4439.9151250689765,4396.841859988006,5860.789198867082,4399.821340492237,4389.621275945496,5954.348917354909,4425.936691478241,4424.155904490532,5754.35911753199,4241.960409724161,4315.9689292285,5959.094127412432,4252.1827164477545,4553.405969383351,6003.2244518708285,4519.383511935059,4356.789077955647,5802.743161803619,4577.563354715992,4272.171637521675,5945.307063205493,4481.778843756227,4471.532845543476,5947.429949531592,4566.683900646258,4254.2301934043,5855.273187853341,4392.209649521714,4313.546344615933,5667.6528236697495,4227.337731414886,4302.2820572541095,5831.863149621965,4460.710566609791,4389.91520248619,6021.691553311081,4486.324007971526,4417.624345639849,5842.089128637453,4585.984516173875,4499.344943917344,5759.478062899197,4580.674122722907,4432.353359311072,5798.191086845263,4439.932583913469,4330.2144297861405,5998.711953469072,4366.438839519251,4540.015190183667,5878.656299144072,4305.165376612418,4496.673694319374,5865.78472809413,4537.29975703175,4428.434995817046,5569.0371230268875,4373.213730607404,4429.22948300742,6019.338649901265,4254.818010593091,4366.535726434377,5784.7963099697845,4484.016007965089,4524.321807687947,5852.266972527582,4452.440128635428,4547.953551033336,5724.12752511838,4519.408353489316,4324.720281566484,5944.02492316646,4478.147218664788,4445.939077999127,5937.805589808361,4191.77434262802,4437.689095096027,5877.035395251076,4363.021249233271,4480.799072655427,5741.54816255872,4446.426207025295,4375.491327392633,5764.163833788016,4319.763362093853,4361.137752027762,5834.768209754756,4571.895368574183,4415.292385619746,5839.863596574254,4389.789881666712,4457.764672914424
Cheese,Candy Outer,Cherry Cream Spice,Dill Pickle,Citrine,Zebrabar,4608.475608698248,2481.239799272594,2510.3827366736696,5702.977467206088,2624.4638689243043,2904.3543874980546,6106.349980799305,3251.7224587694177,3419.9718141304384,6813.4251873413195,3494.66878199971,3270.5103459053134,7443.5718185899705,3641.673219982702,4021.4276355185284,8348.644178439685,4150.078614360145,4355.239448635111,9036.561053070258,4739.658333099762,4892.199762220778,10211.72582972409,5145.440719677589,4942.4059116326425,10229.17914491051,5379.26204270311,5358.540880101503,10894.457644872644,6032.562221690929,5904.815705696214,11272.376984196075,5769.177367625025,6252.936722382958,12244.804627338237,6687.5225153634365,6789.189655283768,13073.839636744446,6246.5770362298845,7084.560473486346,13458.207835147472,6691.998753364179,7543.553564087305,14338.18965346766,7738.6986585485765,7484.626811058884,14826.737783122666,7765.543226545564,7277.981985433507,16369.556762796194,8262.278373973892,7983.639483640426,16186.442533530382,8441.136438453079,8625.372244784168,17174.78290447348,8420.921397936772,9241.318684942029,18554.340121619567,8941.250560072724,9596.472825125533,18876.439598201763,10596.72853317591,10222.478576418549,19718.493595144402,9736.53156791222,9462.06707547841,20646.0702280297,10004.365405012039,9505.143860687707,20922.560513121527,11674.269635614128,10331.325613360075,21592.03445127988,11262.340825261168,10820.11432466245,22388.106005181864,10704.207752356808,11133.419613906875,23099.12817118352,12237.807187534896,10663.300388264224,23263.66185802904,12481.910128951386,12824.27992738694,23504.557780372197,11661.324111116224,13612.058912620341,25318.541026965904,13699.263889624814,12960.993170876101,26878.92250062248,13482.843235651711,11952.070456213087,26376.780070350265,12507.976454308126,13187.545888400256,26354.66442939767,13442.922136951544,14314.491178869468,27516.304657507,14062.505977579782,13416.641896574289,28890.358202151507,15898.807635535768,14846.316044108655,28960.509590925678,14944.842861920191,15246.232827164691,30009.395642326253,15141.148481983204,14936.699964937023,29782.68043789873,15869.895841705422,16193.851052923848,32258.007678984017,16237.901217318002,14980.498597099213,32850.87711173244,15751.092215035185,17389.557474622256,32680.111494938752,15863.451909225201,17779.913056514593,33954.0736288811,16021.579607945205,17380.68720445964,34981.308139621375,16718.15450920027,17279.18408312238,35394.80657248906,18044.175063726187,17865.388229591234
Cheese,Jelly Filled,Orange Brandy,Tutti Frutti,Teal,Slugworth,5827.535535436946,2849.3316511595804,5987.215005631184,2873.9433756342496,5686.620704134696,3017.7498280190757,6080.014553491792,2917.458799033511,5605.983945211054,2900.945089632951,5775.625328802535,3185.3599152144825,5760.246576412384,2885.403730372816,5845.412972272061,2933.245659342885,5976.519185915469,2911.7370088595444,5750.235359389732,3046.2579886556236,5747.299787350092,2820.812693687668,5831.3552873153985,2933.971553661397,5857.977555121405,2893.595279037158,5652.720890341492,2962.5902149251824,5834.675375785051,2791.4316203710327,5856.238936289669,2787.4146093858217,5788.704752955698,2969.7948325118623,5926.333631587946,3052.4268122513345,5847.708501906164,2928.981696126362,5672.12744706471,2879.3376419215974,5780.551786226166,2783.852129851995,5728.490616699718,2888.4192531817134,5878.296588953181,2894.7487678799616,5870.486615354714,2853.0534654477015,5735.7916491079595,2811.3816865465883,5905.490662659688,2820.954682379144,5849.438395873248,3057.675379178305,5994.580382497818,2811.6776646443864,5666.713583950423,2814.5330714340225,5713.504983811632,3093.1339703717717,5947.619783678523,3077.9715834229714,5802.950738082385,2988.529612934791,5948.263857904828,3008.868362822301,5789.600160272248,2785.0733057811367,5747.2489312523185,3113.534640580798,5974.970526620275,2856.2731407675374,5850.692953417054,2790.014560544753,5759.318769086342,2829.6172492726437,5818.798502333913,2851.61149618266,5951.069320112658,2896.702863119592,5817.356569484574,2953.1641410438547,5746.281385847725,2934.6992707827267,5877.057705658864,2897.9707979543523,5958.733051954998,3084.9335407269723,5790.088329952771,2855.3160923996998,5986.3911982558875,2952.7979648260543,5846.362059821157,2951.9994783418724,5838.321417967293,3052.696760137277,5898.4585404873205,2945.1802235659475,5847.212568316625,2903.0212000706774,5940.100283766898,3021.302719309192,5788.454296557414,3016.371175596023,5852.166164569657,2877.4462534300987,5962.386956522573,3048.3626820651834,5666.547390924928,2983.2106414445448,5738.064482975048,2988.8584011283615,5804.422057162605,2857.2601663239393,5671.716395029569,2955.888532744987,5740.359434010462,2802.941962695864,5841.770234271811,2868.866391765894,5880.244249685301,2941.513191098767,5876.495773990686,2908.114176649639,5905.267596981072,2973.7201494143715,5789.931317155676,2826.137679198508,5837.940948939683,2891.1602648123567,5825.644448852564,2945.187699158452
Butter,Jelly Filled,Cherry Cola,Dill Pickle,Teal,Fickelgruber,2005.0538859898124,1353.6529857496123,1400.4498771043982,1459.9274684076754,2406.0613888462412,1617.3487638575275,1694.2192939914291,1782.7396317845423,2890.0588274776364,2017.272470109366,2082.3530903571027,2179.407882923721,3165.16291185437,2124.933046839682,2196.801832894225,2367.397652643469,3702.2497464841936,2605.6592467398723,2663.025995340913,2586.6447506893182,4095.433247931602,2615.1250299303592,2703.868379715947,2862.309358875001,4343.447688312976,3158.420218592763,3055.981089128407,3101.8666796542475,4900.404003118768,3288.739776944882,3367.584089320788,3107.6348213762044,5272.784888218326,3285.7596322648997,3656.122580240286,3595.9523287967772,5425.583097634249,3844.8866822564482,3847.9667664231965,4096.6258733619825,5950.7587330768065,3995.4687982465516,3919.6063452695566,4469.968988386459,6326.630609171087,4334.649368577197,4488.437824804752,4591.78689076354,6842.846849192973,4829.984670236392,4471.4778580670245,5045.221467776594,6829.835030769379,4698.356617665638,4889.612489971723,4746.742770169919,7061.30442874187,4982.859040732303,5195.323356054216,5278.933424074519,7932.155678902468,5379.614841493232,4951.830740467034,5486.556269802011,8722.046194426623,5260.556005102831,6005.697494214042,6339.723184212325,8816.980736161295,6152.915651236827,6298.902583348354,5860.417788315803,9359.143125393886,6149.561590018278,6229.158658420853,6288.226838351311,9946.96536098786,6679.963519348677,6472.198626518914,6473.5004746959185,10074.52594098756,6258.7580808184175,6752.912843207825,7353.98423964349,10010.832283487618,6857.993047060297,7545.469353561183,7284.989228280596,10616.528195551531,7088.500693103978,7219.089519363661,7561.1766254269105,10924.05980912382,7046.733951409887,7488.748815062758,7411.36939437802,11556.448143063812,7833.482291394101,8135.554711488779,7960.825792226664,12330.202507578964,7781.459882274827,7613.000552077624,7965.690067854616,11931.288025207736,8348.628430579953,8764.216858985912,8206.949840266358,12758.029402357824,8983.75390606768,8387.842989332767,9165.024532624651,12713.24593401701,8408.750136226057,9064.896500720224,8449.01054878688,14042.894293223078,9327.364124374779,9196.739195691713,8863.713256651601,14713.261122910584,9645.437689348728,9099.620567628526,9741.883533509823,13293.793983629941,9199.62748918115,9550.39256483207,9276.00628916538,15051.063881279406,9832.764754992553,9049.567476333816,10275.7130517759
Pound,Candy Outer,Butter Toffee,Rock and Rye,Tiffany,Perk-a-Cola,3548.824313487963,2257.4184447549983,2684.100101615782,3730.8793941463964,2819.0819584098613,2837.419498813725,3487.610233543152,3459.1288064810574,3078.218834638357,3441.8194279540403,3362.5171855017174,3070.839291533125,4071.5603219128016,2994.6460839599526,3994.356232386048,4014.038350110662,3454.509132359024,3310.9628936958725,4378.396901575318,3503.8976922904917,3243.031032669519,5134.437799508121,3146.7124926924575,2640.5818555044507,4450.598320502359,3307.4666322515495,2911.4376351035435,4208.29415179289,3359.9290553696305,2756.1198530533006,4415.906900403151,3382.6149295615364,3892.341134660084,5145.730178136921,3634.4871948141076,3752.8675069196192,4283.429263887683,3372.5316719328503,3932.2854399616695,4831.504997129767,3859.5363099778747,3593.5339336090137,4646.091853043638,4625.464561520888,3718.5654955362506,5227.465251269801,3957.21970907173,3807.5098624788893,5213.008364719943,3730.703024665544,3509.5098353242174,4415.766461237968,4880.314253329477,3667.1182531717386,5498.141234329443,3506.639768488896,3629.3755729313266,5654.028175260683,3408.5721186404435,3283.728912264678,5667.231837774435,3808.138254149797,3397.1620245559275,4471.2615884923525,3844.1776902039805,3550.75303445198,4518.046883705969,3714.377616976316,3647.182626337069,4666.307764031044,3961.773214841179,4232.30352278248,5048.870920780209,4375.622450076138,3497.7778115008837,5802.354335629403,4284.287809383334,4418.925448884399,5694.821142289186,4044.059012725442,4458.200637393069,5978.4232354694595,5185.308739300947,4740.5378498455,5680.7616897491525,4275.2163057583175,5059.322862212763,5161.56752758907,4595.136476564117,4276.108492932125,5346.779449219394,3647.8862155990323,3912.514845271988,5706.062336093309,4623.37049106734,4550.628415575501,6042.628969541635,4974.813601684725,3874.426948450413,5572.181970445053,4216.415683392155,4471.367153635137,6137.047797057237,5020.298191627794,5522.766484389439,5344.414781074436,3798.755456104064,4139.898304658557,6166.639832790537,4097.144560628108,4261.28999310139,5800.225450503015,4347.066089087964,5000.769531553826,5982.654392363726,4970.129153200156,4552.551336669425,6498.322716317896,3327.8029170330406,4208.804315632868,4419.152227130292,4002.4662093579645,4863.9192721356485,5742.5766040931,4112.1374651276055,4411.189933502525,5947.299162406393,3766.3209496113336,4445.527271015113,5831.197311737659,4039.710809972799,3955.891355504734
Butter,Jelly Filled,Doughnut,Hazelnut,Opal,Dandy's Candies,12275.548871493154,9479.146453758363,12648.283825871255,9866.693398514333,12773.800238529853,9747.574191946089,13385.467266374493,10261.587317140184,13785.305123966207,10130.830269460186,13734.109879534608,10908.611901982504,13912.069617726473,10335.078317925434,14164.475909187755,10854.80590782316,14856.84125870271,10938.464270189696,14759.578846383749,11420.724808207882,14997.334204543879,11493.970851549135,15187.7168610236,11345.165423618068,15206.949722646867,11689.261344213732,15536.765041887014,11959.359475144653,15883.270538569564,12017.127648554035,15824.367838877442,12121.73884263021,15869.131904188604,12326.40626144809,15914.873979246333,12358.804741089765,16222.005990000418,12086.474248297543,16073.623741632578,12837.788485942472,16720.18503495471,12556.56947323303,16595.668299674686,12851.07017195954,17372.421211590132,12589.558785988009,17386.731722253076,12748.270379429645,17288.580732488612,13002.682026412202,17399.89926179314,13050.55790050626,17522.99488568515,13307.127693403963,17858.237114523734,13255.46365688903,17378.375169065806,13341.63749043364,17493.53747456709,13172.760141790426,17910.154524653106,13805.87308074656,17989.430403471124,13821.028756037087,18090.383458026103,13538.292279210116,18112.138469923684,13513.010036333284,18116.74481253839,13926.02773342354,18295.325363088083,13858.52880586986,18402.48714182014,14040.413687838674,18275.326900982946,13925.380131805663,18413.03368083457,13940.478795678902,18517.30283184137,14409.164133918424,18389.313190235996,14388.112323028798,19117.57323251179,14007.942549396545,18834.2288314469,14974.95574991493,18812.442891441573,14222.267489676096,18735.684600662422,14269.031915449243,18890.19482031991,14735.251717568071,18810.312871846054,14713.658225456456,19450.12336260103,14614.694838034578,19370.10239650937,15049.277477566362,19588.43407282766,14673.060036687997,19431.25208622877,15073.999054308904,19530.091534484614,14876.159538519752,19577.560332444198,14949.056596010714,19625.865032080637,14705.42079901009,19325.1746490927,15130.243934953061,19886.569106913892,15173.374042525202,19603.387825610956,14951.72974568694,20227.137299953152,15149.985142736188,19927.59501624991,15237.177922754174,19675.422894309435,14795.132289776175,20272.21680173861,15391.477325515945,20058.695447422026,15128.910230026453,20401.645324944373,15257.567782125876,20099.46040795094,15506.789709270177,20183.829879668072,15252.887634725688,20514.516926159704,15742.35425220235
Chiffon,Jelly Filled,Butter Pecan,Passion Fruit,Black,Slugworth,4063.7136272069583,3461.51383753948,4181.8129837054275,3488.667022606055,4146.54080445627,3416.0546119139517,4062.7683805677025,3147.351243620085,4115.940500221579,3416.8461965968477,3879.9706562807005,3287.8956355179557,4113.517042906408,3458.269201177713,4059.823387553782,3442.4631702197066,4148.820201967524,3074.8445328299385,4126.123214694968,3397.541828128735,4136.037267679157,3370.1115241563616,4114.110690773773,3443.383929598106,4121.606292463756,3337.25564044411,4165.564608115691,3358.1809454980607,4173.389571590389,3529.183269791377,4024.686245553879,3398.7485263312183,4265.425151652513,3319.135685022724,4061.508345535165,3394.9987088394328,4153.001727066592,3351.248445126156,4033.8966526670047,3577.632862323562,4146.166740873328,3457.2416993035417,4044.7288125735276,3438.2993482742036,4219.6154014587555,3549.152568696215,4149.6446686704585,3396.919003809562,4256.930242605585,3365.4357536558086,4132.5931492379095,3284.6550538118086,4173.983755761684,3300.3018635336953,4311.451990130205,3284.3111590936146,4130.706661119384,3454.89775715493,3940.5512684907435,3428.8013659690796,4076.728820248279,3500.5730349912988,4211.623501211949,3297.5046505768664,4192.166145300661,3552.609255964168,4097.986377015407,3334.2036557689735,4052.7183441086772,3423.780538886019,3988.888648008383,3462.161627088044,4059.1278196225876,3465.9224304898476,4110.163342186405,3532.6719648368876,4098.854912564081,3401.606158334901,4098.856678753812,3484.0614061836814,3986.028652045562,3437.8970153743553,4049.490154050378,3541.7389390505828,4048.1290477042985,3517.4712981128996,4068.9455166756256,3341.5313830523305,3922.4998483528148,3370.0002902382284,3949.4245658926448,3357.2645177120653,4274.39965905374,3462.7485256264763,3973.337609896701,3300.4618639258892,4056.862781858658,3619.67909573898,4085.087134232,3294.1085678065356,3959.668934147384,3376.769197218364,4058.1289185217784,3496.2084544179693,3898.14453136541,3346.401641241979,3994.4323131494625,3459.0797891615603,3938.0606197386624,3622.6527005022544,4099.7622481922745,3346.1697070154296,4118.358762977636,3304.7561022983514,4139.131034633193,3451.0728595646106,4113.120466890219,3590.913561655143,4132.15815770181,3606.057043346577,4025.6237386669536,3179.9216864178097,4033.8040796675,3234.540022938458,3997.00508273045,3464.243922656717,3914.2857649326193,3374.556137896905,4135.288881158519,3450.3487052221262,3994.618153580291,3563.3382409876103
Cheese,Candy Outer,Apricot,Black Currant,Tiffany,Zebrabar,1274.3042424924377,800.5953041385278,1303.8118460167354,950.3807932318448,1678.0123841572374,1135.4711806813089,2006.6754024423326,1089.4951039870402,1633.2582391858145,1253.7993951259423,2068.214486290677,1137.6114909757632,2048.9070055884677,1313.4843751597373,2366.4694162997034,1452.6218168193068,2810.343676439016,1638.7789815818319,2523.3970322328914,1326.066334825803,2896.0020165084165,1237.662482468655,2753.027019838957,1382.706067807693,2850.174559105286,1960.1046859586033,3410.29738846655,1827.7317061871383,3293.2067083749407,1433.5673619438985,3241.7291312157736,1971.8012817602566,3236.7503494545394,1393.3045386053554,3683.700760417799,1835.7124757852648,4161.788062970031,1745.131647418784,3754.3758679592356,2132.3494423862867,4562.363483884078,2242.6048491343786,4502.199731709246,2083.657829866622,4614.973094547411,1981.8703490480734,4939.500027761833,2561.7962314275937,4931.390705015629,2824.2948765909236,4612.113596158946,1833.5203149373474,4403.657809233198,2459.9992163072834,4609.060715012412,3062.814433883699,5183.87801908387,3006.0966798124673,5129.9825813381,3620.157208805155,5499.913176679888,3712.0274424167314,6078.967882559618,2633.319814811837,6008.84502099091,3501.3594867052216,5817.189628007814,3173.417533752631,5798.695526716554,3165.36212604916,7600.0285664640205,2450.222236368535,6705.959307712129,3754.2051476461693,5828.3169435339305,3736.808876694779,6811.197734035745,3523.1821743434903,6238.008651552434,4032.5615441234713,6916.624647168611,4254.839075695851,6868.43504140788,2923.1662076922535,8330.601881181587,3993.267374030993,6719.326461052889,3809.0936121830073,7896.3679348172045,3257.1512267132207,6536.774754075104,4498.298962279942,7404.73638700555,4085.8656552663006,9309.436536033216,5260.7867762947535,8347.766672436856,4626.11725533662,7825.578891882916,3888.726967109254,7921.993375896771,4301.516038778211,8688.553346890832,4404.707851277646,8364.405220608147,4584.207344111032,8687.839320123127,5546.783334109725,9198.29268633091,6427.153537656809,10520.327229207289,3947.3635014336346,8949.944918695137,5660.942642213307,9007.18641680825,3700.4686790224973,10705.179706507635,4631.319358987175,9248.23724304513,6504.018793861535,9313.998911755956,4938.438331348682,9494.203743879221,4728.792562110935,11148.302423894618,4846.471956679778,10544.28997454633,6351.884284101954,10057.965242582226,5389.672213753252,11734.4142313657,5506.87376122448
Cheese,Jelly Filled,Doughnut,Lemon,Citrine,Fickelgruber,1039.8376059884326,955.0316773068657,1081.7470401376622,1229.97965964392,1123.4241328517196,1251.778311908634,1304.1959452120852,1238.102839185896,1268.3347803015424,1752.5862791514553,1431.710259047744,1508.5038593702238,1602.2688779627197,1641.7729458976503,1474.0809131839296,1726.5435148376587,1636.4500987457134,1601.4040250810856,1975.4993974190381,2005.209557977144,1943.608459618696,2171.525597705225,2094.8476280592763,2102.7514421097208,2300.0769704512454,1919.9225780891506,2128.463045442682,2652.546872915439,2524.618808331157,2198.138437451705,2718.2636287628466,2501.396102392735,2449.1811564371183,2758.107147699749,2392.6525214999638,2612.1287449088322,2969.0035919435445,2445.742193653858,2749.4357635792776,3087.7191028708985,2863.2625085725726,2631.8838929775775,3171.3646853602017,3087.9948159865035,3107.0045469770125,3197.9508138109586,3255.4836094948096,2830.600549521206,3611.4725066100073,3284.3667207285343,3454.9870920562535,3655.3200887675985,3252.563811345009,3630.78454759618,4238.088250518133,3196.213208948021,3588.4075968165844,4314.745293069473,4007.923833526379,3491.5793209731933,4478.760468316365,3751.032631060837,3802.785527448571,4498.834718546045,4376.350325947681,4144.948455064079,4394.293924862849,4100.024156370157,3978.7487700097895,4453.993787127596,4025.107469431638,4628.531142811973,5011.641405702095,4890.61006114954,4430.578331303364,4502.287318189712,4441.101825202573,4461.413987514011,5455.028143566631,4913.311770187364,4410.418672856111,5303.128520746238,4879.264088292714,4778.188043649708,5307.0359969283345,4779.134462952829,4968.922523026267,5560.132881350286,4706.32324188271,5314.627875490026,5775.774491947318,5260.126406945723,5369.357657304477,6032.597284936313,5007.579108781273,4724.258048162253,6359.505698884211,5207.943922489238,5002.433671307779,6059.976688763521,6144.498075198083,5221.276740134499,6344.894853920903,5699.4706829694815,5853.99122965956,6372.996669890606,5743.086177397595,5049.653907705087,6376.394559393704,5720.861686623383,5914.974920962312,6844.778138363937,6329.800161784831,6265.162896555939,7364.604408373775,5992.829770453513,6707.706390000384,7307.351892814236,6187.182824887071,6085.417803521604,7793.790627034418,6222.343397977154,6939.186634458634,7712.890994330742,6889.033261589137,6969.486881690481,8096.5387423517805,6179.60188992735,6758.953496380807,6966.888534467976,7004.704504029842,6497.630524195468
