base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,date,kg
Sponge,Chocolate Outer,Fruit Punch,Ginger Beer,White,Perk-a-Cola,2016-02-01,8984.96288914493
Pound,Candy Outer,Cheesecake,Cucumber,Burgundy,Perk-a-Cola,2016-02-01,3151.567812487957
Chiffon,Chocolate Outer,Cherry Cream Spice,Whipped Cream,Black,Perk-a-Cola,2016-02-01,11719.301010263773
Butter,Chocolate Outer,Plum,Fuzzy Navel,Taupe,Perk-a-Cola,2016-02-01,28273.850876622873
Cheese,Jelly Filled,Vanilla,Tutti Frutti,White,Perk-a-Cola,2016-02-01,4032.7275295744416
Butter,Jelly Filled,Wintergreen,Wild Cherry Cream,Slate,Perk-a-Cola,2016-02-01,19439.207302881663
Butter,Candy Outer,Watermelon,Dill Pickle,Amethyst,Perk-a-Cola,2016-02-01,9907.351193783412
Chiffon,Chocolate Outer,Ginger Lime,Egg Nog,Citrine,Perk-a-Cola,2016-02-01,29489.55130477036
Chiffon,Jelly Filled,Chocolate Mint,Whipped Cream,Amethyst,Perk-a-Cola,2016-02-01,7019.587525403544
Sponge,Chocolate Outer,Spice,Banana,White,Perk-a-Cola,2016-02-01,6804.830827950255
Cheese,Jelly Filled,Horchata,Tutti Frutti,Olive,Perk-a-Cola,2016-02-01,6222.987116645116
Sponge,Jelly Filled,Acai Berry,Rum,Slate,Perk-a-Cola,2016-02-01,12340.88593133091
Butter,Jelly Filled,Orange,Passion Fruit,Slate,Perk-a-Cola,2016-02-01,29947.714812700648
Chiffon,Candy Outer,Irish Cream,Hazelnut,White,Perk-a-Cola,2016-02-01,6491.741691396316
Cheese,Chocolate Outer,Birch Beer,Apple,Olive,Perk-a-Cola,2016-02-01,14727.256536098419
Butter,Chocolate Outer,Chocolate Mint,Papaya,Amethyst,Perk-a-Cola,2016-02-01,24322.233116376738
Butter,Candy Outer,Amaretto,Ginger Beer,Amethyst,Fickelgruber,2016-02-01,4925.677315928412
Butter,Jelly Filled,Coconut,Rum,White,Fickelgruber,2016-02-01,9109.126869593067
Chiffon,Jelly Filled,Orange Pineapple	P,Papaya,Olive,Fickelgruber,2016-02-01,14150.82310895713
Sponge,Jelly Filled,Acai Berry,Fuzzy Navel,Citrine,Fickelgruber,2016-02-01,15025.316450257365
Chiffon,Candy Outer,Acai Berry,Lemon,Olive,Fickelgruber,2016-02-01,3753.252754768999
Tiramisu,Chocolate Outer,Pink Lemonade,Mojito,Opal,Fickelgruber,2016-02-01,10985.10342570717
Chiffon,Candy Outer,Sassafras,Lemon,Burgundy,Fickelgruber,2016-02-01,2364.8838280472664
Sponge,Candy Outer,Vanilla,Rum,Opal,Fickelgruber,2016-02-01,14114.256668556329
Chiffon,Candy Outer,Pecan,Ginger Beer,Slate,Fickelgruber,2016-02-01,12084.898777750699
Cheese,Jelly Filled,Pink Lemonade,Apple,White,Fickelgruber,2016-02-01,2101.90527263997
Cheese,Chocolate Outer,Orange Pineapple	P,Banana,White,Fickelgruber,2016-02-01,11318.436108102202
Cheese,Chocolate Outer,Wintergreen,Rum,Opal,Fickelgruber,2016-02-01,16660.67795970901
Chiffon,Candy Outer,Spice,Hazelnut,Olive,Fickelgruber,2016-02-01,11907.718437934142
Butter,Jelly Filled,Wild Cherry Cream,Kiwi,White,Fickelgruber,2016-02-01,8742.14720174145
Butter,Candy Outer,Coffee,Apple,Burgundy,Fickelgruber,2016-02-01,9885.315291208244
Pound,Candy Outer,Watermelon,Egg Nog,Burgundy,Fickelgruber,2016-02-01,9595.896093408017
Sponge,Jelly Filled,Kettle Corn,Butter Rum,Olive,Fickelgruber,2016-02-01,4813.320903893929
Pound,Jelly Filled,Lemon Bar,Black Currant,Slate,Fickelgruber,2016-02-01,18006.355123534708
Tiramisu,Chocolate Outer,Dill Pickle,Rum,Black,Fickelgruber,2016-02-01,11091.592670676819
Chiffon,Chocolate Outer,Kettle Corn,Mixed Berry,Rose,Fickelgruber,2016-02-01,10090.825458934787
Pound,Candy Outer,Apricot,Banana,Teal,Fickelgruber,2016-02-01,15093.754178495197
Cheese,Candy Outer,Butter Toffee,Hazelnut,Black,Fickelgruber,2016-02-01,18546.51660169517
Chiffon,Chocolate Outer,Lemon,Cucumber,Tiffany,Fickelgruber,2016-02-01,5732.229046784554
Tiramisu,Candy Outer,Gingersnap,Butter Rum,Tiffany,Fickelgruber,2016-02-01,11809.866506550392
Cheese,Jelly Filled,Ginger Ale,Rum,Opal,Fickelgruber,2016-02-01,1878.222351244815
Pound,Jelly Filled,Margarita,Papaya,White,Zebrabar,2016-02-01,6925.679590190257
Sponge,Chocolate Outer,Pecan,Wild Cherry Cream,Black,Zebrabar,2016-02-01,5448.591081708031
Butter,Chocolate Outer,Orange,Mango,Tiffany,Zebrabar,2016-02-01,10107.728562430862
Chiffon,Jelly Filled,Irish Cream,Apricot,Amethyst,Zebrabar,2016-02-01,3793.3775733945886
Sponge,Candy Outer,Caramel Cream,Tangerine,Opal,Zebrabar,2016-02-01,13364.682361887106
Pound,Jelly Filled,Lemon Bar,Toffee,Slate,Zebrabar,2016-02-01,4925.469667347262
Pound,Jelly Filled,Cherry Cream Spice,Apple,Rose,Zebrabar,2016-02-01,8665.360629151224
Cheese,Chocolate Outer,Butter Milk,Rum,Teal,Zebrabar,2016-02-01,18437.759145321306
Tiramisu,Jelly Filled,Lemon Custard,Banana,Teal,Zebrabar,2016-02-01,16324.971860309714
Pound,Jelly Filled,Grand Mariner,Mixed Berry,Olive,Zebrabar,2016-02-01,13804.768476560583
Pound,Candy Outer,Cream Soda,Black Currant,Opal,Zebrabar,2016-02-01,4087.0253467042153
Tiramisu,Chocolate Outer,Kettle Corn,Butter Rum,Citrine,Zebrabar,2016-02-01,6688.819981879879
Tiramisu,Jelly Filled,Wild Cherry Cream,Mixed Berry,Citrine,Zebrabar,2016-02-01,6016.495717383016
Tiramisu,Chocolate Outer,Bavarian Cream,Rum,Olive,Zebrabar,2016-02-01,9856.25547119827
Tiramisu,Jelly Filled,Lemon Bar,Vanilla,Amethyst,Zebrabar,2016-02-01,18251.239857981443
Cheese,Chocolate Outer,Watermelon,Black Currant,Teal,Zebrabar,2016-02-01,5962.130531255287
Sponge,Candy Outer,Butter Milk,Hazelnut,Rose,Zebrabar,2016-02-01,1453.4315341349052
Butter,Jelly Filled,Irish Cream,Tangerine,Opal,Zebrabar,2016-02-01,17552.048516017137
Pound,Candy Outer,Dill Pickle,Rock and Rye,Slate,Zebrabar,2016-02-01,2879.882392029802
Sponge,Chocolate Outer,Wintergreen,Ginger Beer,Slate,Zebrabar,2016-02-01,13978.319803439386
Butter,Jelly Filled,Fruit Punch,Papaya,Opal,Zebrabar,2016-02-01,16275.202439575172
Butter,Candy Outer,Toasted Coconut,Rock and Rye,Teal,Zebrabar,2016-02-01,5951.297309493815
Chiffon,Candy Outer,Sassafras,Black Currant,Black,Zebrabar,2016-02-01,15366.896489054292
Chiffon,Jelly Filled,Cherry Cola,Apricot,Tiffany,Zebrabar,2016-02-01,16230.028027159004
Cheese,Candy Outer,Doughnut,Mango,Slate,Zebrabar,2016-02-01,18411.039195826863
Cheese,Chocolate Outer,Bavarian Cream,Papaya,Olive,Dandy's Candies,2016-02-01,28323.17982270751
Cheese,Candy Outer,Wild Cherry Cream,Kiwi,Burgundy,Dandy's Candies,2016-02-01,15214.844572243914
Sponge,Chocolate Outer,Apricot,Banana,Slate,Dandy's Candies,2016-02-01,16220.45404370683
Chiffon,Jelly Filled,Raspberry Ginger Ale,Mixed Berry,Taupe,Dandy's Candies,2016-02-01,19968.047664354028
Sponge,Jelly Filled,Chocolate,Egg Nog,Olive,Dandy's Candies,2016-02-01,23604.03853913537
Chiffon,Jelly Filled,Kettle Corn,Hazelnut,Rose,Dandy's Candies,2016-02-01,23612.61310450334
Chiffon,Jelly Filled,Wintergreen,Apple,Slate,Dandy's Candies,2016-02-01,17782.974365453425
