base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,date,kg
Pound,Candy Outer,Gingersnap,Ginger Beer,Taupe,Zebrabar,2017-02-01,3772.354826976155
Pound,Jelly Filled,Dill Pickle,Apricot,Taupe,Fickelgruber,2017-02-01,20770.763818463744
Cheese,Jelly Filled,Doughnut,Lemon,Opal,Perk-a-Cola,2017-02-01,17838.830393628305
Sponge,Chocolate Outer,Fruit Punch,Tutti Frutti,Taupe,Perk-a-Cola,2017-02-01,19797.33102777922
Sponge,Chocolate Outer,Amaretto,Rock and Rye,Burgundy,Perk-a-Cola,2017-02-01,20567.266492968007
Pound,Candy Outer,Amaretto,Wild Cherry Cream,Burgundy,Slugworth,2017-02-01,3389.3624082198576
Pound,Chocolate Outer,Gingersnap,Peppermint,Black,Fickelgruber,2017-02-01,14679.993842737376
Pound,Candy Outer,Amaretto,Tangerine,Opal,Perk-a-Cola,2017-02-01,6826.152032823988
Pound,Candy Outer,Blueberry,Tutti Frutti,Slate,Fickelgruber,2017-02-01,8542.689054760169
Chiffon,Candy Outer,Margarita,Papaya,Black,Dandy's Candies,2017-02-01,6001.98377224407
Sponge,Chocolate Outer,Doughnut,Black Currant,Burgundy,Perk-a-Cola,2017-02-01,33061.3221538841
Butter,Candy Outer,Cherry Cream Spice,Mango,Olive,Slugworth,2017-02-01,1473.393572559695
Cheese,Jelly Filled,Lemon,Passion Fruit,Citrine,Zebrabar,2017-02-01,8571.202738572196
Sponge,Jelly Filled,Cheesecake,Passion Fruit,Taupe,Slugworth,2017-02-01,5858.086782814367
Chiffon,Chocolate Outer,Chocolate,Egg Nog,Citrine,Perk-a-Cola,2017-02-01,23265.37301577477
Tiramisu,Jelly Filled,Orange,Black Currant,Teal,Dandy's Candies,2017-02-01,13360.07535949368
Chiffon,Jelly Filled,Orange Pineapple	P,Black Currant,Taupe,Fickelgruber,2017-02-01,10795.219172715153
Sponge,Candy Outer,Caramel Cream,Dill Pickle,Slate,Perk-a-Cola,2017-02-01,5195.959278768408
Sponge,Jelly Filled,Amaretto,Hazelnut,Opal,Perk-a-Cola,2017-02-01,31779.074697440148
Pound,Candy Outer,Plum,Vanilla,Amethyst,Perk-a-Cola,2017-02-01,7508.943973200722
Butter,Chocolate Outer,Pink Lemonade,Tangerine,Tiffany,Slugworth,2017-02-01,4664.877463666125
Sponge,Chocolate Outer,Irish Cream,Pear,Slate,Slugworth,2017-02-01,5919.7666823490035
Sponge,Candy Outer,Chocolate Mint,Kiwi,Tiffany,Slugworth,2017-02-01,3933.3273351766884
Cheese,Chocolate Outer,Wild Cherry Cream,Rock and Rye,Black,Fickelgruber,2017-02-01,11061.018465051799
Chiffon,Jelly Filled,Cherry Cola,Mixed Berry,Teal,Fickelgruber,2017-02-01,20773.29486419992
Cheese,Chocolate Outer,Fruit Punch,Egg Nog,Black,Slugworth,2017-02-01,5050.789490691961
Cheese,Chocolate Outer,Pecan,Mango,Taupe,Perk-a-Cola,2017-02-01,15098.996387516863
Pound,Candy Outer,Chocolate Mint,Lemon,Black,Perk-a-Cola,2017-02-01,24636.54454426352
Tiramisu,Jelly Filled,Irish Cream,Mango,White,Slugworth,2017-02-01,3582.4811612717263
Cheese,Candy Outer,Apricot,Fuzzy Navel,Burgundy,Perk-a-Cola,2017-02-01,24773.780542472072
Sponge,Candy Outer,Pink Lemonade,Peppermint,Citrine,Perk-a-Cola,2017-02-01,22134.21922671185
Cheese,Jelly Filled,Ginger Lime,Mango,Rose,Fickelgruber,2017-02-01,6633.117947147992
Butter,Chocolate Outer,Apricot,Hazelnut,Slate,Dandy's Candies,2017-02-01,3947.5383716476563
Cheese,Candy Outer,Horchata,Apple,Tiffany,Perk-a-Cola,2017-02-01,25524.49517118278
Chiffon,Candy Outer,Cream Soda,Rum,Black,Dandy's Candies,2017-02-01,24988.22428788164
Chiffon,Candy Outer,Ginger Ale,Hazelnut,Black,Fickelgruber,2017-02-01,15494.999827416306
Cheese,Jelly Filled,Doughnut,Whipped Cream,Slate,Dandy's Candies,2017-02-01,20188.617889044737
Chiffon,Jelly Filled,Margarita,Tutti Frutti,Burgundy,Perk-a-Cola,2017-02-01,25350.92324579526
Butter,Chocolate Outer,Pink Lemonade,Papaya,Slate,Zebrabar,2017-02-01,22154.269945286196
Cheese,Jelly Filled,Pink Lemonade,Mojito,Opal,Fickelgruber,2017-02-01,6957.489048017822
Tiramisu,Candy Outer,Kettle Corn,Ginger Beer,Slate,Dandy's Candies,2017-02-01,30341.847571877544
Cheese,Candy Outer,Plum,Pear,Teal,Zebrabar,2017-02-01,18791.972417055516
Sponge,Chocolate Outer,Orange,Rum,White,Zebrabar,2017-02-01,6279.219505381314
Pound,Jelly Filled,Ginger Lime,Pear,Tiffany,Perk-a-Cola,2017-02-01,25842.296614234077
Chiffon,Chocolate Outer,Vanilla,Pear,White,Fickelgruber,2017-02-01,4296.533518966029
Cheese,Jelly Filled,Black Licorice,Cucumber,Amethyst,Zebrabar,2017-02-01,3644.499681315907
Sponge,Chocolate Outer,Sassafras,Cucumber,Taupe,Dandy's Candies,2017-02-01,13391.540715265213
Pound,Chocolate Outer,Coconut,Wild Cherry Cream,Burgundy,Zebrabar,2017-02-01,16964.826491586507
Sponge,Jelly Filled,Irish Cream,Mixed Berry,Slate,Fickelgruber,2017-02-01,21005.03246206888
Chiffon,Chocolate Outer,Toasted Coconut,Cucumber,Tiffany,Dandy's Candies,2017-02-01,5327.174400884948
Sponge,Jelly Filled,Kettle Corn,Toffee,Black,Zebrabar,2017-02-01,12934.504891161787
Pound,Candy Outer,Dill Pickle,Butter Rum,Opal,Zebrabar,2017-02-01,21309.432569746583
Cheese,Candy Outer,Toasted Coconut,Whipped Cream,Rose,Fickelgruber,2017-02-01,8313.198697687949
Tiramisu,Candy Outer,Ginger Lime,Apple,Opal,Slugworth,2017-03-01,1327.663136781643
Chiffon,Chocolate Outer,Doughnut,Apricot,Olive,Perk-a-Cola,2017-03-01,13351.81851432861
Chiffon,Chocolate Outer,Cream Soda,Rock and Rye,Citrine,Slugworth,2017-03-01,3548.333813726271
Tiramisu,Chocolate Outer,Butter Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2017-03-01,7120.009245020718
Cheese,Jelly Filled,Doughnut,Vanilla,Amethyst,Fickelgruber,2017-03-01,4789.731695957331
Sponge,Jelly Filled,Pecan,Mixed Berry,Amethyst,Zebrabar,2017-03-01,13318.260023008665
Chiffon,Jelly Filled,Chocolate Mint,Passion Fruit,Tiffany,Fickelgruber,2017-03-01,8443.980400041683
Tiramisu,Jelly Filled,Blueberry,Apple,Teal,Slugworth,2017-03-01,6350.362134903346
Sponge,Candy Outer,Irish Cream,Pear,Teal,Slugworth,2017-03-01,4848.772288628396
Chiffon,Jelly Filled,Cherry Cream Spice,Banana,Amethyst,Zebrabar,2017-03-01,21259.262667805062
Sponge,Chocolate Outer,Black Licorice,Cucumber,Citrine,Perk-a-Cola,2017-03-01,6077.740478105125
Butter,Chocolate Outer,Birch Beer,Wild Cherry Cream,Tiffany,Fickelgruber,2017-03-01,9511.844460475351
Tiramisu,Candy Outer,Sour,Lemon,Burgundy,Slugworth,2017-03-01,4159.807634576075
Butter,Jelly Filled,Plum,Apple,Rose,Perk-a-Cola,2017-03-01,3442.0166891325293
Tiramisu,Chocolate Outer,Mango,Papaya,Black,Fickelgruber,2017-03-01,10674.83079953656
Sponge,Jelly Filled,Butter Toffee,Passion Fruit,Burgundy,Perk-a-Cola,2017-03-01,34119.59021848835
Butter,Chocolate Outer,Birch Beer,Egg Nog,White,Perk-a-Cola,2017-03-01,21004.3687004798
Cheese,Candy Outer,Pear,Rum,Citrine,Zebrabar,2017-03-01,16336.821156999124
Pound,Chocolate Outer,Mango,Mojito,Slate,Zebrabar,2017-03-01,6894.524030058976
Chiffon,Chocolate Outer,Horchata,Black Cherry,Amethyst,Fickelgruber,2017-03-01,8198.930345616951
Sponge,Candy Outer,Kettle Corn,Whipped Cream,Rose,Perk-a-Cola,2017-03-01,7696.768279614251
Sponge,Chocolate Outer,Blueberry,Mojito,Taupe,Dandy's Candies,2017-03-01,12326.501156848855
Sponge,Jelly Filled,Cherry Cola,Toffee,Amethyst,Perk-a-Cola,2017-03-01,28554.103399614676
Chiffon,Jelly Filled,Ginger Lime,Mango,Olive,Slugworth,2017-03-01,6222.168385566302
Pound,Chocolate Outer,Lemon,Mixed Berry,Burgundy,Slugworth,2017-03-01,4528.1808047584145
Tiramisu,Jelly Filled,Ginger Ale,Tutti Frutti,Olive,Zebrabar,2017-03-01,12984.876656737795
Tiramisu,Chocolate Outer,Gingersnap,Toffee,White,Slugworth,2017-03-01,4754.3728420014
Chiffon,Jelly Filled,Orange Brandy,Cucumber,Amethyst,Fickelgruber,2017-03-01,12465.019539085264
Cheese,Chocolate Outer,Cherry Cola,Apple,Amethyst,Dandy's Candies,2017-03-01,14775.971556099197
Sponge,Candy Outer,Black Licorice,Peppermint,Teal,Slugworth,2017-03-01,952.065608324718
Butter,Candy Outer,Coffee,Toffee,Amethyst,Slugworth,2017-03-01,2739.5213238058755
Tiramisu,Jelly Filled,Cherry Cream Spice,Tangerine,Teal,Perk-a-Cola,2017-03-01,17997.638719631796
Cheese,Candy Outer,Cheesecake,Kiwi,Citrine,Slugworth,2017-03-01,3460.341482135798
Cheese,Chocolate Outer,Fruit Punch,Pear,Opal,Perk-a-Cola,2017-03-01,46190.46266985784
Butter,Candy Outer,Orange Pineapple	P,Rock and Rye,Citrine,Zebrabar,2017-03-01,19045.87176134009
Tiramisu,Chocolate Outer,Butter Toffee,Whipped Cream,Slate,Dandy's Candies,2017-03-01,5208.956515603391
Butter,Chocolate Outer,Sassafras,Rock and Rye,Opal,Zebrabar,2017-03-01,21152.032573894267
Butter,Jelly Filled,Creme de Menthe,Lemon,Rose,Dandy's Candies,2017-03-01,34406.28285428987
Cheese,Candy Outer,Raspberry Ginger Ale,Tutti Frutti,Black,Zebrabar,2017-03-01,12531.175067377386
Tiramisu,Jelly Filled,Doughnut,Butter Rum,Opal,Perk-a-Cola,2017-03-01,25857.04521239341
Butter,Jelly Filled,Black Licorice,Toffee,Black,Slugworth,2017-03-01,10201.59535481302
Cheese,Jelly Filled,Raspberry Ginger Ale,Tangerine,Burgundy,Dandy's Candies,2017-03-01,16202.943500021258
Chiffon,Candy Outer,Sour,Apricot,White,Perk-a-Cola,2017-03-01,24389.455340140008
Chiffon,Candy Outer,Ginger Ale,Tutti Frutti,Slate,Fickelgruber,2017-03-01,7787.979608432377
Cheese,Chocolate Outer,Apricot,Lemon,Opal,Zebrabar,2017-03-01,18541.28643065532
Sponge,Candy Outer,Plum,Ginger Beer,Burgundy,Perk-a-Cola,2017-03-01,6207.932642268443
Pound,Chocolate Outer,Orange Brandy,Lemon,Rose,Slugworth,2017-03-01,1362.8564969996278
Pound,Candy Outer,Gingersnap,Ginger Beer,Taupe,Zebrabar,2017-03-01,3856.151059521175
Pound,Jelly Filled,Dill Pickle,Apricot,Taupe,Fickelgruber,2017-03-01,27740.363269202797
Cheese,Jelly Filled,Doughnut,Lemon,Opal,Perk-a-Cola,2017-03-01,29238.344637304308
Sponge,Chocolate Outer,Fruit Punch,Tutti Frutti,Taupe,Perk-a-Cola,2017-03-01,19811.01485311738
Sponge,Chocolate Outer,Amaretto,Rock and Rye,Burgundy,Perk-a-Cola,2017-03-01,20327.285181789088
Pound,Candy Outer,Amaretto,Wild Cherry Cream,Burgundy,Slugworth,2017-03-01,6704.754024462058
Pound,Chocolate Outer,Gingersnap,Peppermint,Black,Fickelgruber,2017-03-01,22797.720878314194
Pound,Candy Outer,Amaretto,Tangerine,Opal,Perk-a-Cola,2017-03-01,7790.765519797428
Pound,Candy Outer,Blueberry,Tutti Frutti,Slate,Fickelgruber,2017-03-01,9227.253550053687
Chiffon,Candy Outer,Margarita,Papaya,Black,Dandy's Candies,2017-03-01,5933.707849043516
Sponge,Chocolate Outer,Doughnut,Black Currant,Burgundy,Perk-a-Cola,2017-03-01,39279.78688069473
Butter,Candy Outer,Cherry Cream Spice,Mango,Olive,Slugworth,2017-03-01,1408.6276709622484
Cheese,Jelly Filled,Lemon,Passion Fruit,Citrine,Zebrabar,2017-03-01,9038.507994325268
Sponge,Jelly Filled,Cheesecake,Passion Fruit,Taupe,Slugworth,2017-03-01,7099.606334712857
Chiffon,Chocolate Outer,Chocolate,Egg Nog,Citrine,Perk-a-Cola,2017-03-01,22585.145026034785
Tiramisu,Jelly Filled,Orange,Black Currant,Teal,Dandy's Candies,2017-03-01,24676.84838926934
Chiffon,Jelly Filled,Orange Pineapple	P,Black Currant,Taupe,Fickelgruber,2017-03-01,10776.976281305637
Sponge,Candy Outer,Caramel Cream,Dill Pickle,Slate,Perk-a-Cola,2017-03-01,4575.6172592551975
Sponge,Jelly Filled,Amaretto,Hazelnut,Opal,Perk-a-Cola,2017-03-01,31942.79368828906
Pound,Candy Outer,Plum,Vanilla,Amethyst,Perk-a-Cola,2017-03-01,8236.471360852343
Butter,Chocolate Outer,Pink Lemonade,Tangerine,Tiffany,Slugworth,2017-03-01,4456.858619191276
Sponge,Chocolate Outer,Irish Cream,Pear,Slate,Slugworth,2017-03-01,7473.302697183629
Sponge,Candy Outer,Chocolate Mint,Kiwi,Tiffany,Slugworth,2017-03-01,4357.463650422171
Cheese,Chocolate Outer,Wild Cherry Cream,Rock and Rye,Black,Fickelgruber,2017-03-01,21279.495348219894
Chiffon,Jelly Filled,Cherry Cola,Mixed Berry,Teal,Fickelgruber,2017-03-01,24897.69394006389
Cheese,Chocolate Outer,Fruit Punch,Egg Nog,Black,Slugworth,2017-03-01,5309.333828821887
Cheese,Chocolate Outer,Pecan,Mango,Taupe,Perk-a-Cola,2017-03-01,19630.832437041998
Pound,Candy Outer,Chocolate Mint,Lemon,Black,Perk-a-Cola,2017-03-01,48444.50990792702
Tiramisu,Jelly Filled,Irish Cream,Mango,White,Slugworth,2017-03-01,3669.4194274293827
Cheese,Candy Outer,Apricot,Fuzzy Navel,Burgundy,Perk-a-Cola,2017-03-01,23702.40781305079
Sponge,Candy Outer,Pink Lemonade,Peppermint,Citrine,Perk-a-Cola,2017-03-01,42610.46483920584
Cheese,Jelly Filled,Ginger Lime,Mango,Rose,Fickelgruber,2017-03-01,6412.265922249051
Butter,Chocolate Outer,Apricot,Hazelnut,Slate,Dandy's Candies,2017-03-01,6106.874377860229
Cheese,Candy Outer,Horchata,Apple,Tiffany,Perk-a-Cola,2017-03-01,28113.45606956296
Chiffon,Candy Outer,Cream Soda,Rum,Black,Dandy's Candies,2017-03-01,37754.47336501743
Chiffon,Candy Outer,Ginger Ale,Hazelnut,Black,Fickelgruber,2017-03-01,15187.380660153118
Cheese,Jelly Filled,Doughnut,Whipped Cream,Slate,Dandy's Candies,2017-03-01,26933.29181659239
Chiffon,Jelly Filled,Margarita,Tutti Frutti,Burgundy,Perk-a-Cola,2017-03-01,41617.675079016495
Butter,Chocolate Outer,Pink Lemonade,Papaya,Slate,Zebrabar,2017-03-01,22957.974280461734
Cheese,Jelly Filled,Pink Lemonade,Mojito,Opal,Fickelgruber,2017-03-01,6639.781057057797
Tiramisu,Candy Outer,Kettle Corn,Ginger Beer,Slate,Dandy's Candies,2017-03-01,30459.915152426303
Cheese,Candy Outer,Plum,Pear,Teal,Zebrabar,2017-03-01,28900.905802441746
Sponge,Chocolate Outer,Orange,Rum,White,Zebrabar,2017-03-01,9934.137742941435
Pound,Jelly Filled,Ginger Lime,Pear,Tiffany,Perk-a-Cola,2017-03-01,26557.37290981749
Chiffon,Chocolate Outer,Vanilla,Pear,White,Fickelgruber,2017-03-01,4743.904398250903
Cheese,Jelly Filled,Black Licorice,Cucumber,Amethyst,Zebrabar,2017-03-01,3196.6574078906474
Sponge,Chocolate Outer,Sassafras,Cucumber,Taupe,Dandy's Candies,2017-03-01,12829.872115303926
Pound,Chocolate Outer,Coconut,Wild Cherry Cream,Burgundy,Zebrabar,2017-03-01,15856.995126128091
Sponge,Jelly Filled,Irish Cream,Mixed Berry,Slate,Fickelgruber,2017-03-01,21953.884512510707
Chiffon,Chocolate Outer,Toasted Coconut,Cucumber,Tiffany,Dandy's Candies,2017-03-01,6309.885204000425
Sponge,Jelly Filled,Kettle Corn,Toffee,Black,Zebrabar,2017-03-01,19552.695128074098
Pound,Candy Outer,Dill Pickle,Butter Rum,Opal,Zebrabar,2017-03-01,25171.896758085342
Cheese,Candy Outer,Toasted Coconut,Whipped Cream,Rose,Fickelgruber,2017-03-01,15240.958594077527
Tiramisu,Candy Outer,Ginger Lime,Apple,Opal,Slugworth,2017-04-01,1186.654825922899
Chiffon,Chocolate Outer,Doughnut,Apricot,Olive,Perk-a-Cola,2017-04-01,13641.053798042425
Chiffon,Chocolate Outer,Cream Soda,Rock and Rye,Citrine,Slugworth,2017-04-01,3632.9814668379
Tiramisu,Chocolate Outer,Butter Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2017-04-01,7857.615428877021
Cheese,Jelly Filled,Doughnut,Vanilla,Amethyst,Fickelgruber,2017-04-01,2602.030567991331
Sponge,Jelly Filled,Pecan,Mixed Berry,Amethyst,Zebrabar,2017-04-01,7503.687180551122
Chiffon,Jelly Filled,Chocolate Mint,Passion Fruit,Tiffany,Fickelgruber,2017-04-01,15951.71455835581
Tiramisu,Jelly Filled,Blueberry,Apple,Teal,Slugworth,2017-04-01,6407.770908272854
Sponge,Candy Outer,Irish Cream,Pear,Teal,Slugworth,2017-04-01,4897.132306671415
Chiffon,Jelly Filled,Cherry Cream Spice,Banana,Amethyst,Zebrabar,2017-04-01,22266.193831892866
Sponge,Chocolate Outer,Black Licorice,Cucumber,Citrine,Perk-a-Cola,2017-04-01,3335.4487974004333
Butter,Chocolate Outer,Birch Beer,Wild Cherry Cream,Tiffany,Fickelgruber,2017-04-01,7635.416509263659
Tiramisu,Candy Outer,Sour,Lemon,Burgundy,Slugworth,2017-04-01,4014.3077040214116
Butter,Jelly Filled,Plum,Apple,Rose,Perk-a-Cola,2017-04-01,8158.370567355286
Tiramisu,Chocolate Outer,Mango,Papaya,Black,Fickelgruber,2017-04-01,21024.649383687018
Sponge,Jelly Filled,Butter Toffee,Passion Fruit,Burgundy,Perk-a-Cola,2017-04-01,34907.39029951833
Butter,Chocolate Outer,Birch Beer,Egg Nog,White,Perk-a-Cola,2017-04-01,26067.408107003965
Cheese,Candy Outer,Pear,Rum,Citrine,Zebrabar,2017-04-01,22009.51655979817
Pound,Chocolate Outer,Mango,Mojito,Slate,Zebrabar,2017-04-01,9043.79909914482
Chiffon,Chocolate Outer,Horchata,Black Cherry,Amethyst,Fickelgruber,2017-04-01,8182.502636374754
Sponge,Candy Outer,Kettle Corn,Whipped Cream,Rose,Perk-a-Cola,2017-04-01,4330.911615303396
Sponge,Chocolate Outer,Blueberry,Mojito,Taupe,Dandy's Candies,2017-04-01,12516.97392366871
Sponge,Jelly Filled,Cherry Cola,Toffee,Amethyst,Perk-a-Cola,2017-04-01,28822.812080175216
Chiffon,Jelly Filled,Ginger Lime,Mango,Olive,Slugworth,2017-04-01,6068.953867082178
Pound,Chocolate Outer,Lemon,Mixed Berry,Burgundy,Slugworth,2017-04-01,5198.994447845461
Tiramisu,Jelly Filled,Ginger Ale,Tutti Frutti,Olive,Zebrabar,2017-04-01,14842.45811797634
Tiramisu,Chocolate Outer,Gingersnap,Toffee,White,Slugworth,2017-04-01,3114.3872780328547
Chiffon,Jelly Filled,Orange Brandy,Cucumber,Amethyst,Fickelgruber,2017-04-01,16603.950403652823
Cheese,Chocolate Outer,Cherry Cola,Apple,Amethyst,Dandy's Candies,2017-04-01,14497.02698068838
Sponge,Candy Outer,Black Licorice,Peppermint,Teal,Slugworth,2017-04-01,1339.5473239708974
Butter,Candy Outer,Coffee,Toffee,Amethyst,Slugworth,2017-04-01,1504.9831425051975
Tiramisu,Jelly Filled,Cherry Cream Spice,Tangerine,Teal,Perk-a-Cola,2017-04-01,11898.769222608533
Cheese,Candy Outer,Cheesecake,Kiwi,Citrine,Slugworth,2017-04-01,3442.301760941104
Cheese,Chocolate Outer,Fruit Punch,Pear,Opal,Perk-a-Cola,2017-04-01,29304.175326735287
Butter,Candy Outer,Orange Pineapple	P,Rock and Rye,Citrine,Zebrabar,2017-04-01,21666.50472212494
Tiramisu,Chocolate Outer,Butter Toffee,Whipped Cream,Slate,Dandy's Candies,2017-04-01,5127.663658388557
Butter,Chocolate Outer,Sassafras,Rock and Rye,Opal,Zebrabar,2017-04-01,20923.034799649282
Butter,Jelly Filled,Creme de Menthe,Lemon,Rose,Dandy's Candies,2017-04-01,34413.47727253644
Cheese,Candy Outer,Raspberry Ginger Ale,Tutti Frutti,Black,Zebrabar,2017-04-01,12775.367354202708
Tiramisu,Jelly Filled,Doughnut,Butter Rum,Opal,Perk-a-Cola,2017-04-01,22416.163731622666
Butter,Jelly Filled,Black Licorice,Toffee,Black,Slugworth,2017-04-01,6537.262622390985
Cheese,Jelly Filled,Raspberry Ginger Ale,Tangerine,Burgundy,Dandy's Candies,2017-04-01,24310.712832365978
Chiffon,Candy Outer,Sour,Apricot,White,Perk-a-Cola,2017-04-01,13257.624826718804
Chiffon,Candy Outer,Ginger Ale,Tutti Frutti,Slate,Fickelgruber,2017-04-01,8650.554170793788
Cheese,Chocolate Outer,Apricot,Lemon,Opal,Zebrabar,2017-04-01,17413.582436056327
Sponge,Candy Outer,Plum,Ginger Beer,Burgundy,Perk-a-Cola,2017-04-01,6064.558604474272
Pound,Chocolate Outer,Orange Brandy,Lemon,Rose,Slugworth,2017-04-01,1191.9988790943974
Pound,Candy Outer,Gingersnap,Ginger Beer,Taupe,Zebrabar,2017-04-01,3356.885960278998
Pound,Jelly Filled,Dill Pickle,Apricot,Taupe,Fickelgruber,2017-04-01,21306.814155983004
Cheese,Jelly Filled,Doughnut,Lemon,Opal,Perk-a-Cola,2017-04-01,18576.098502699744
Sponge,Chocolate Outer,Fruit Punch,Tutti Frutti,Taupe,Perk-a-Cola,2017-04-01,19947.31518323604
Sponge,Chocolate Outer,Amaretto,Rock and Rye,Burgundy,Perk-a-Cola,2017-04-01,19719.830999191403
Pound,Candy Outer,Amaretto,Wild Cherry Cream,Burgundy,Slugworth,2017-04-01,3425.9552568969148
Pound,Chocolate Outer,Gingersnap,Peppermint,Black,Fickelgruber,2017-04-01,14284.328676537149
Pound,Candy Outer,Amaretto,Tangerine,Opal,Perk-a-Cola,2017-04-01,7242.286236628822
Pound,Candy Outer,Blueberry,Tutti Frutti,Slate,Fickelgruber,2017-04-01,10614.30399039069
